Precinct Name,Carson_Ben,Fiorina_Carly,Christie_Chris,Trump_Donald,Bush_Jeb,Gilmore_Jim,Kasich_John,Graham_Lindsey,Rubio_Marco,Huckabee_Mike,Cruz_Ted,Paul_Rand,Santorum_Rick,Sanders_Bernie,Clinton_Hillary,O'Malley_Martin,
011 - ELEVEN,3,0,1,1,0,0,0,0,4,1,0,0,0,43,385,4,
013 - THIRTEEN,2,0,0,1,0,0,1,0,0,0,0,0,1,21,208,2,
014 - FOURTEEN,3,0,0,3,0,0,2,0,1,0,2,0,0,55,424,2,
016 - SIXTEEN,18,1,0,74,0,0,6,0,36,0,26,2,0,66,181,2,
017 - SEVENTEEN,27,1,0,95,0,0,7,0,42,1,25,0,0,92,211,0,
019 - NINETEEN,16,0,0,74,0,0,2,1,33,0,26,0,0,41,108,0,
020 - TWENTY,13,0,0,62,0,0,3,1,18,0,18,0,0,59,225,2,
021 - TWENTY-ONE,3,0,0,2,0,0,0,0,0,0,4,0,0,26,314,1,
022 - TWENTY-TWO,16,0,0,132,3,1,2,1,46,0,30,2,0,70,167,3,
023 - TWENTY-THREE,20,0,1,177,3,0,8,0,112,1,28,0,1,69,110,2,
024 - TWENTY-FOUR,15,0,0,77,1,0,19,0,65,1,26,1,0,72,192,2,
025 - TWENTY-FIVE,21,0,0,138,1,0,18,0,93,0,41,3,0,96,219,0,
026 - TWENTY-SIX,2,0,0,6,0,0,0,0,6,0,1,0,0,52,560,3,
027 - TWENTY-SEVEN,4,2,0,6,0,0,1,0,5,0,3,0,0,61,521,4,
028 - TWENTY EIGHT,6,0,0,7,0,0,1,1,10,1,6,0,0,99,888,3,
029 - TWENTY- NINE,18,1,0,178,0,1,10,0,88,1,41,0,0,46,71,1,
030 - THIRTY,16,0,0,181,2,0,12,0,72,0,43,0,0,52,83,1,
031 - THIRTY-ONE,27,1,1,165,1,0,7,0,66,0,33,2,0,91,321,1,
032 - THIRTY-TWO,20,0,0,176,0,0,17,0,101,1,42,0,0,63,168,0,
033- THIRTY-THREE,24,0,0,215,2,0,14,0,97,1,32,0,0,43,61,0,
034- THIRTY-FOUR,33,0,0,181,2,0,40,0,149,0,41,1,0,96,160,0,
035 - THIRTY-FIVE,38,0,0,223,1,0,27,0,162,1,60,0,0,83,195,2,
036 - THIRTY-SIX,43,1,2,342,5,1,51,0,244,0,84,4,0,180,487,5,
037 - THIRTY-SEVEN,30,1,0,142,0,0,26,0,100,1,47,5,0,139,474,3,
038 - THIRTY-EIGHT,15,0,0,46,0,0,5,0,43,0,14,1,0,127,592,4,
039 - THIRTY-NINE,34,0,1,142,2,0,34,0,106,0,53,1,0,149,657,4,
001 - EAST PRECINCT,44,0,1,131,1,1,30,1,138,0,48,0,2,316,150,0,
002 - CENTRAL PRECINCT,45,0,0,145,0,0,33,2,190,0,72,3,0,186,179,2,
003 - WEST PRECINCT,53,1,0,198,1,0,25,0,173,1,69,2,0,139,136,6,
101 - ONE HUNDRED ONE,19,2,2,125,3,0,151,0,353,0,61,1,0,218,224,0,
102 - ONE HUNDRED TWO,8,1,0,79,0,0,74,0,215,0,28,0,0,76,133,0,
104 - ONE HUNDRED FOUR,19,0,0,111,2,2,148,0,411,0,53,0,0,93,196,1,
105 - ONE HUNDRED FIVE,7,1,3,85,0,0,81,2,290,0,35,0,0,156,207,3,
106 - ONE HUNDRED SIX,12,0,0,155,2,0,203,0,446,1,58,0,0,40,123,0,
111 - ONE HUNDRED ELEVEN,13,0,4,81,3,1,52,0,209,0,47,2,1,164,204,2,
112 - ONE HUNDRED TWELVE,7,0,0,69,1,0,50,0,185,0,29,2,0,179,194,1,
113 - ONE HUNDRED THIRTEEN,10,0,0,37,0,0,50,1,150,0,24,0,0,431,289,3,
114 - ONE HUNDRED FOURTEEN,20,0,1,66,0,0,64,0,202,1,43,7,1,502,306,6,
203 - TWO HUNDRED THREE,15,0,2,56,5,0,59,1,162,0,40,1,0,352,391,1,
204 - TWO HUNDRED FOUR,8,0,1,66,3,0,69,0,190,0,24,2,0,421,257,0,
206 - TWO HUNDRED SIX,8,0,0,32,0,0,22,0,66,0,14,0,0,734,170,8,
207 - TWO HUNDRED SEVEN,8,0,1,57,0,0,64,0,233,0,36,1,1,413,299,3,
208 - TWO HUNDRED EIGHT,11,2,0,56,3,0,88,0,219,0,41,2,0,420,397,1,
213 - TWO HUNDRED THIRTEEN,3,0,0,20,1,0,18,0,54,2,8,5,0,747,267,1,
301 - THREE HUNDRED ONE,0,0,0,3,0,0,4,0,16,0,5,0,0,67,304,0,
302 - THREE HUNDRED TWO,5,1,0,15,0,0,19,0,59,0,11,1,0,128,356,1,
303 - THREE HUNDRED THREE,4,0,2,8,0,0,5,0,11,0,3,0,0,96,311,0,
304 - THREE HUNDRED FOUR,2,0,0,5,0,0,0,0,7,0,3,0,1,108,453,2,
305 - THREE HUNDRED FIVE,7,0,0,5,0,0,7,0,27,0,11,0,0,194,326,1,
306 - THREE HUNDRED SIX,5,0,0,8,0,0,5,0,20,0,4,0,0,169,244,1,
307 - THREE HUNDRED SEVEN,9,0,0,37,2,0,44,0,98,1,29,0,0,207,337,0,
308 - THREE HUNDRED EIGHT,8,0,0,50,1,0,46,0,100,0,36,1,1,242,350,2,
309 - THREE HUNDRED NINE,9,0,0,76,7,0,39,0,113,1,25,1,1,100,262,2,
310 - THREE HUNDRED TEN,2,0,1,2,0,0,0,0,0,0,0,0,0,18,121,0,
402 - FOUR HUNDRED TWO,22,4,0,109,5,1,113,0,296,0,71,5,1,394,450,4,
404 - FOUR HUNDRED FOUR,11,0,1,87,0,1,18,0,105,0,36,1,0,312,429,4,
409 - FOUR HUNDRED NINE,41,1,2,195,1,0,104,0,332,0,117,0,0,235,567,0,
410 - FOUR HUNDRED TEN,16,0,0,96,0,0,43,0,112,1,62,0,0,166,357,0,
412 - FOUR HUNDRED TWELVE,4,0,0,16,0,0,6,0,33,0,10,0,0,51,143,0,
413 - FOUR HUNDRED THIRTEEN,12,2,0,98,1,0,66,0,168,0,62,2,0,207,299,2,
414 - FOUR HUNDRED FOURTEEN,21,0,3,140,2,1,80,0,212,1,85,4,0,181,283,2,
501 - FIVE HUNDRED ONE,7,0,0,41,1,0,29,0,109,2,23,1,0,493,381,0,
503 - FIVE HUNDRED THREE,2,1,0,28,0,0,30,0,52,0,15,1,0,315,586,0,
504 - FIVE HUNDRED FOUR,5,0,0,32,1,1,25,0,112,0,12,2,0,600,425,1,
505 - FIVE HUNDRED FIVE,6,0,0,15,1,0,14,0,35,0,6,2,0,424,87,1,
508 - FIVE HUNDRED EIGHT,4,0,0,20,1,0,18,0,67,1,16,3,0,264,229,1,
509 - FIVE HUNDRED NINE,8,0,0,11,1,0,5,0,9,0,4,0,1,143,373,0,
510 - FIVE HUNDRED TEN,4,1,1,18,1,0,4,0,26,0,16,0,0,222,425,1,
602 - SIX HUNDRED TWO,1,0,0,1,0,0,0,0,2,0,1,0,0,22,250,0,
603 - SIX HUNDRED THREE,3,0,0,7,0,0,1,0,11,0,6,0,0,143,373,1,
604 - SIX HUNDRED FOUR,4,0,0,4,0,0,1,0,3,0,5,1,1,77,263,0,
606 - SIX HUNDRED SIX,1,0,0,5,1,0,2,0,5,0,4,0,0,114,491,3,
607 - SIX HUNDRED SEVEN,4,0,0,41,3,0,28,0,69,0,13,2,0,280,170,0,
609 - SIX HUNDRED NINE,6,0,0,17,1,0,12,0,26,0,6,1,0,259,221,0,
610 - SIX HUNDRED TEN,2,0,0,1,0,0,0,0,3,0,3,1,0,29,316,1,
701 - SEVEN HUNDRED ONE,1,0,0,4,0,0,0,0,2,0,3,0,0,45,297,0,
702 - SEVEN HUNDRED TWO,1,0,1,2,0,0,6,0,16,0,4,1,0,86,339,2,
703 - SEVEN HUNDRED THREE,7,0,0,6,0,0,6,1,35,0,6,0,0,118,325,2,
705 - SEVEN HUNDRED FIVE,2,0,0,19,0,0,17,0,60,0,11,0,0,210,262,0,
706 - SEVEN HUNDRED SIX,7,1,0,22,0,2,4,0,24,0,15,2,0,220,552,0,
707 - SEVEN HUNDRED SEVEN,9,0,0,52,0,0,47,1,164,0,37,6,0,505,518,1,
708 - SEVEN HUNDRED EIGHT,13,0,1,24,2,0,25,0,118,1,30,1,0,328,250,2,
802 - EIGHT HUNDRED TWO,1,0,0,8,0,0,1,0,3,0,3,0,0,74,356,0,
806 - EIGHT HUNDRED SIX,7,0,0,31,0,0,1,1,12,0,11,0,0,84,434,1,
810 - EIGHT HUNDRED TEN,6,0,0,15,0,0,3,0,13,1,8,0,1,70,347,1,
811 - EIGHT HUNDRED ELEVEN,2,0,0,25,0,0,1,0,6,0,5,0,0,96,361,1,
812 - EIGHT HUNDRED TWELVE,17,0,1,46,0,0,6,0,28,0,26,0,0,124,614,3,
814 - EIGHT HUNDRED FOURTEEN,4,0,0,14,0,0,1,0,8,0,5,0,1,46,386,1,
902 - NINE HUNDRED TWO,3,0,0,15,0,0,1,0,2,0,3,0,0,36,179,1,
903 - NINE HUNDRED THREE,10,0,0,27,1,0,3,0,15,0,16,0,0,74,402,1,
908 - NINE HUNDRED EIGHT,1,0,0,10,0,0,0,0,7,0,6,0,0,50,143,0,
909 - NINE HUNDRED NINE,5,1,0,32,1,0,3,1,27,0,8,0,0,173,520,3,
910 - NINE HUNDRED TEN,5,0,0,34,0,0,2,0,18,0,13,0,0,92,401,1,
911 - NINE HUNDRED ELEVEN,1,0,0,12,0,0,0,0,9,0,3,0,0,67,452,1,
001 -Peters Creek,14,1,0,54,1,1,4,0,21,0,44,1,0,110,374,3,
002 - Grandview,31,0,0,104,1,0,10,1,57,1,52,0,0,118,267,1,
003 -Preston Park,35,0,1,203,2,1,20,1,112,0,119,0,0,74,152,1,
004 - Williamson Road,24,0,0,130,1,0,11,0,50,0,66,1,0,134,176,1,
005 - East Gate,38,0,1,175,4,0,16,0,105,3,109,3,0,91,111,0,
006 - Hollins Road,33,1,0,123,2,0,16,1,47,0,58,0,0,120,147,2,
007 - Southeast,20,0,0,128,1,0,7,0,42,2,64,1,0,126,102,1,
008 - Lincoln Terrace,7,0,0,13,0,0,3,2,13,0,5,0,0,67,293,3,
009 - Highland,18,0,0,59,2,0,12,0,61,0,37,2,0,241,174,1,
010 - Old Southwest-Wasena,20,0,0,101,1,0,25,0,105,0,77,2,0,376,207,1,
011 - RALEIGH COURT,30,0,1,147,2,0,58,0,197,0,97,5,0,272,290,2,
012 - SOUTH ROANOKE,36,0,0,182,2,0,117,1,275,1,79,3,0,113,192,0,
013 - GARDEN CITY,32,0,2,216,1,0,14,0,93,1,117,1,0,127,106,1,
014 - Crystal Spring,30,1,0,165,0,0,96,0,241,2,76,4,1,194,258,3,
015 - Grandin Court,29,1,0,164,2,1,52,0,168,1,107,1,0,225,220,1,
016 - Deyerle,45,0,2,219,2,0,81,0,253,2,133,2,0,138,255,0,
017 - LEE-HI,23,1,4,124,1,0,33,1,149,0,82,3,0,247,198,0,
018 - Virginia Heights-Norwich,12,0,1,104,2,0,25,1,75,2,49,4,0,245,251,0,
019 - Summit Hills,35,0,1,105,0,0,10,0,73,1,77,1,0,67,228,3,
020 - FOREST PARK,7,1,0,17,0,0,0,0,5,0,11,0,0,36,206,1,
021 - EUREKA PARK,8,0,0,11,0,0,2,0,12,1,12,2,0,109,493,2,
001 - NORTH SALEM NO 2,41,0,0,134,1,0,42,0,186,0,81,1,0,130,133,3,
002 - CONEHURST,11,0,0,80,1,1,3,0,39,0,34,0,0,47,49,0,
003 - BEVERLY HEIGHTS,16,0,0,99,1,0,6,0,73,0,76,2,0,28,40,3,
004 - WEST SALEM,29,0,0,112,0,1,17,0,138,1,77,4,0,63,58,0,
005 - NORTH SALEM NO 1,25,0,0,125,1,0,34,0,123,1,94,2,0,112,116,2,
006 - SOUTH SALEM NO 1,15,0,0,79,2,0,6,0,30,2,45,1,0,57,52,1,
007 - SOUTH SALEM NO 2,27,0,0,134,1,0,12,1,106,1,72,1,0,72,68,1,
008 - EAST SALEM,9,0,0,64,0,0,3,0,35,0,25,0,0,24,37,0,
009 - SOUTH SIDE HILLS,41,0,0,210,0,0,31,1,138,0,106,1,0,67,78,1,
010 - HIDDEN VALLEY,38,0,0,190,2,0,48,2,178,2,104,0,0,101,113,0,
101 - WARD NO 1,36,0,1,210,3,1,25,1,139,1,105,1,0,227,149,2,
301 - WARD NO 3,59,1,0,199,4,1,48,0,176,2,125,3,0,271,209,2,
401 - WARD NO 4,43,0,2,156,6,1,75,1,290,4,114,0,0,185,221,1,
501 - WARD NO 5,36,0,0,122,1,0,65,0,197,1,89,0,0,424,296,2,
101 - BELLEHARBOUR,13,0,0,69,1,0,12,0,66,1,24,1,0,88,287,1,
102 - DRIVER,63,0,1,459,4,0,81,1,347,0,163,3,0,130,340,4,
104 - BENNETTS CREEK,39,1,0,201,3,0,26,0,195,1,89,2,0,96,299,3,
201 - EBENEZER,42,2,1,222,0,0,54,1,242,2,75,1,0,64,112,3,
202 - CHUCKATUCK,27,0,1,192,1,0,31,0,130,1,74,0,2,59,196,2,
203 - KINGS FORK,25,0,0,140,0,0,40,0,106,0,61,2,0,126,403,0,
204 - HILLPOINT,27,0,0,130,0,0,16,0,105,1,37,0,0,92,327,1,
302 - JOHN F KENNEDY,9,0,0,43,0,1,5,1,21,0,21,0,0,79,663,3,
304 - NANSEMOND RIVER,29,0,1,138,0,0,30,0,101,0,56,5,0,119,463,1,
305 - SHOULDERS HILL,12,0,0,62,0,0,10,0,58,0,24,0,0,34,159,1,
401 - AIRPORT,24,1,1,125,1,0,6,0,76,0,37,0,0,30,192,0,
402 - WHALEYVILLE,30,0,1,187,0,0,13,0,113,0,60,1,0,45,94,1,
403 - SOUTHSIDE,0,0,0,12,1,0,0,0,2,0,1,0,0,26,284,0,
404 - BOOKER T WASHINGTON,8,1,0,16,0,0,1,0,10,0,7,0,0,62,458,4,
405 - PITTMANTOWN,9,0,0,53,0,0,6,0,27,0,21,1,0,29,82,1,
501 - KILBYS MILL,53,0,1,260,1,2,40,1,194,0,95,1,0,93,244,0,
502 - HOLLAND,35,0,0,239,0,1,23,0,131,0,88,0,0,66,257,2,
504 - LAKE COHOON,39,0,0,328,0,0,49,0,214,1,114,0,1,71,149,3,
601 - LAKESIDE,44,0,1,140,1,0,41,0,157,0,44,0,0,71,301,2,
602 - OLDE TOWNE,14,0,0,39,1,1,2,0,26,0,13,1,0,30,89,0,
603 - ELEPHANTS FORK/WESTHAVEN,10,0,0,69,0,0,13,0,32,0,22,0,0,19,69,0,
604 - WILROY,19,0,0,121,0,1,25,1,94,2,44,1,0,56,150,0,
605 - HOLLYWOOD,2,0,0,2,0,0,0,0,4,0,2,0,0,10,290,1,
702 - HARBOURVIEW,24,1,0,207,3,0,67,0,208,0,84,0,0,86,353,3,
704 - BURBAGE GRANT,36,0,1,144,3,0,23,1,142,0,44,2,0,149,452,4,
706 - HUNTERSVILLE,15,0,0,36,0,1,6,0,53,0,23,0,0,99,474,1,
001 - NORTH BEACH,33,1,0,378,1,0,168,1,389,0,67,1,0,138,205,1,
002 - SOUTH BEACH,30,0,0,222,2,0,41,2,171,1,57,0,0,180,170,1,
003 - OCEAN LAKES,40,0,3,186,0,0,40,0,142,0,29,3,1,96,145,2,
004 - LINKHORN,41,1,2,281,0,0,98,1,249,2,64,2,1,153,155,1,
005 - SEATACK,18,0,0,176,1,1,28,0,115,0,23,3,1,156,303,2,
006 - ALANTON,39,1,0,320,3,0,116,0,394,1,84,3,0,147,212,1,
007 - KINGSTON,26,0,1,213,2,0,104,1,263,0,94,2,0,99,135,0,
008 - LONDON BRIDGE,35,0,0,280,2,0,42,0,209,1,68,4,1,188,202,2,
009 - TRANTWOOD,37,0,1,349,3,0,122,1,333,4,101,4,0,113,175,0,
010 - GREAT NECK,38,1,1,423,2,0,147,0,418,0,107,1,0,94,166,2,
011 - CAPE HENRY,23,0,1,316,1,1,180,0,336,0,59,5,0,178,273,0,
012 - PLAZA,42,0,0,198,2,1,25,0,113,1,55,5,0,158,295,2,
013 - MT TRASHMORE,41,0,1,310,0,0,44,0,166,0,82,6,0,156,307,2,
014 - MALIBU,42,0,0,279,2,0,61,1,201,2,69,1,0,179,214,1,
015 - OLD DONATION,21,0,2,148,1,1,18,0,76,2,66,0,0,92,158,1,
016 - ARAGONA,32,0,0,321,3,2,30,0,140,0,63,0,0,205,270,1,
017 - OCEAN PARK,28,2,1,205,1,0,69,1,201,0,54,4,0,126,136,1,
018 - THOROUGHGOOD,47,0,3,326,1,0,113,0,358,0,71,3,0,162,269,2,
019 - LAKE SMITH,25,0,0,200,0,0,31,0,100,2,64,1,0,88,109,2,
020 - BAYSIDE,28,0,0,222,0,0,43,0,153,0,50,2,0,103,202,1,
021 - DAVIS CORNER,16,0,0,67,3,0,8,0,59,0,37,1,0,118,366,1,
022 - POINT O VIEW,39,1,0,240,0,0,33,0,204,2,71,0,0,104,193,0,
023 - ARROWHEAD,40,0,0,306,4,0,31,1,166,2,82,3,0,167,195,2,
024 - LARKSPUR,27,0,2,183,0,0,48,0,125,1,54,4,0,75,186,0,
025 - AVALON,60,0,1,326,1,0,58,0,273,0,126,0,1,172,349,1,
026 - FAIRFIELD,47,0,0,248,4,1,65,0,284,2,82,2,0,129,224,2,
027 - EDWIN,50,1,0,259,2,0,81,0,255,2,96,2,0,160,239,0,
028 - THALIA,29,0,0,226,2,0,59,0,183,2,59,1,0,123,153,0,
029 - HOLLAND,27,0,1,132,3,0,11,0,90,1,57,4,1,124,247,1,
030 - RED WING,42,0,0,295,3,0,110,0,231,0,61,4,0,108,177,1,
031 - SIGMA,64,0,2,532,7,0,132,0,434,0,118,4,0,183,220,1,
032 - CREEDS,37,0,0,181,0,0,21,1,93,1,44,0,0,47,59,0,
033 - CAPPS SHOP,27,0,0,257,2,0,33,0,103,0,41,1,0,51,51,0,
034 - BLACKWATER,14,0,0,134,0,0,8,0,71,0,34,1,0,20,44,0,
035 - COURTHOUSE,47,0,1,415,2,0,109,0,312,2,108,4,0,90,248,1,
036 - WINDSOR OAKS,36,2,0,210,0,0,33,0,154,0,84,2,0,189,330,0,
037 - CHESAPEAKE BEACH,27,0,0,183,1,0,35,0,130,0,27,0,0,125,129,1,
038 - WITCHDUCK,49,2,0,450,2,1,122,0,350,0,99,2,0,134,283,1,
039 - PEMBROKE,36,0,0,264,5,1,46,0,195,1,73,6,0,200,250,0,
040 - BONNEY,34,0,1,175,1,0,20,0,118,1,59,2,1,140,171,2,
041 - COLLEGE PARK,35,0,1,127,3,0,17,0,93,1,71,0,0,171,661,1,
042 - BRANDON,53,0,0,198,1,0,39,0,177,1,101,2,0,112,286,0,
043 - BELLAMY,27,0,0,123,2,1,18,0,106,0,53,1,0,135,269,2,
044 - CENTERVILLE,56,2,0,250,5,0,40,0,188,2,121,3,0,139,286,1,
045 - TIMBERLAKE,12,0,0,124,1,0,9,0,71,1,56,4,0,150,303,4,
046 - GREEN RUN,18,0,0,111,1,0,23,0,76,0,25,0,0,122,279,0,
047 - KINGS GRANT,39,0,2,377,2,0,147,0,432,1,125,3,2,176,200,1,
048 - WOLFSNARE,40,2,2,279,1,0,73,0,339,1,106,7,0,152,191,1,
049 - LYNNHAVEN,35,1,2,329,2,0,120,0,272,2,74,0,0,136,180,1,
050 - OCEANA,9,0,0,69,0,0,6,0,27,0,16,2,0,83,148,0,
051 - STRATFORD CHASE,44,0,0,257,1,1,52,0,212,2,87,4,0,100,214,0,
052 - HOMESTEAD,73,0,2,277,2,2,46,0,252,2,131,5,1,187,336,3,
053 - SHANNON,28,0,1,239,3,1,62,0,209,1,63,1,0,79,181,2,
054 - CROMWELL,26,0,0,150,1,0,18,0,129,0,50,0,0,111,217,1,
055 - MAGIC HOLLOW,30,0,0,153,4,0,6,0,81,2,41,1,0,128,292,2,
056 - EDINBURGH,23,1,0,157,1,0,29,0,128,1,41,1,0,82,90,1,
057 - SHERRY PARK,46,0,0,193,2,0,21,0,121,1,73,0,0,79,142,0,
058 - GLENWOOD,22,0,0,219,2,0,27,0,188,0,100,4,0,134,318,1,
059 - SHELTON PARK,26,1,0,172,4,0,42,0,115,1,40,0,0,119,134,1,
060 - FOXFIRE,49,1,2,352,1,0,82,1,287,0,111,2,0,136,200,0,
061 - BAKER,15,0,0,39,0,0,5,0,27,1,8,2,0,140,394,0,
062 - LANDSTOWN,41,1,0,306,2,0,49,0,232,1,95,3,0,137,256,1,
063 - CULVER,51,0,0,326,0,0,74,0,249,2,81,3,0,175,249,1,
064 - ROSEMONT FOREST,35,1,2,259,2,0,49,0,233,1,107,2,0,157,371,1,
065 - COLONIAL,54,1,1,158,2,0,32,0,165,1,63,2,0,116,254,2,
066 - HUNT,56,1,2,263,1,0,54,0,202,0,78,4,1,121,160,0,
067 - EASTERN SHORE,19,0,1,88,2,0,15,0,70,0,30,0,0,111,75,2,
068 - MANOR,39,0,0,277,2,0,60,0,243,0,91,2,1,127,251,3,
069 - SHELL,20,0,0,92,1,0,20,0,88,1,30,2,0,120,363,2,
070 - CORPORATE LANDING,37,0,0,218,2,0,22,0,151,6,60,1,0,174,214,2,
071 - ROUND HILL,15,0,1,93,0,0,19,1,83,0,24,0,0,80,183,0,
072 - RUDEE,28,1,0,327,0,1,59,0,203,0,74,0,0,126,157,2,
073 - DAHLIA,20,0,0,121,0,0,9,0,81,0,41,1,0,148,265,2,
074 - BUCKNER,16,0,0,122,0,1,11,1,72,1,50,2,1,132,241,1,
075 - COLONY,22,0,1,350,5,0,112,0,308,0,86,1,0,135,205,0,
076 - VILLAGE,14,0,0,87,1,0,21,0,60,1,39,0,0,136,248,0,
077 - BROOKWOOD,28,0,0,218,0,0,29,1,102,0,61,1,0,149,203,3,
078 - INDIAN LAKES,34,1,0,156,0,0,30,1,162,3,75,6,0,133,213,4,
079 - PLEASANT HALL,25,0,0,103,0,1,11,0,86,0,44,0,0,139,289,2,
080 - CHIMNEY HILL,18,0,0,108,1,0,17,1,77,0,27,5,1,132,263,2,
081 - ROCK LAKE,38,0,0,153,1,3,11,0,130,0,62,1,0,167,330,0,
082 - SHELBURNE,22,0,0,231,0,0,33,0,203,0,67,1,0,90,159,0,
083 - STRAWBRIDGE,48,0,0,282,1,0,60,0,278,1,74,3,0,147,173,0,
084 - TALLWOOD,45,1,0,143,0,0,25,0,162,0,97,4,0,119,319,0,
085 - UPTON,49,0,2,337,3,0,60,0,288,2,94,4,0,154,205,4,
086 - HAYGOOD,26,0,0,295,1,1,82,1,267,1,85,0,0,126,244,1,
087 - HILLCREST,33,1,0,220,3,0,47,0,207,1,82,1,0,108,232,1,
088 - NORTH LANDING,28,0,0,204,1,0,27,0,189,1,84,2,0,87,176,1,
089 - LAKE CHRISTOPHER,42,0,0,234,0,0,44,0,220,0,111,0,0,103,260,2,
090 - LAKE JOYCE,16,0,1,205,1,1,46,0,135,1,46,0,0,101,113,3,
091 - LEXINGTON,27,1,0,126,0,0,28,0,109,0,65,4,0,123,273,1,
092 - LITTLE NECK,23,0,0,270,2,0,88,0,243,0,63,0,0,99,146,2,
093 - NEWTOWN,16,0,1,48,2,0,13,0,45,0,18,1,0,116,362,1,
094 - PINEWOOD,23,1,1,148,2,0,39,0,94,0,59,1,1,74,93,2,
095 - DAM NECK,22,0,1,117,0,0,23,0,84,0,45,1,0,91,132,1,
096 - HILLTOP,19,0,0,99,1,1,11,0,88,0,37,2,0,117,165,3,
097 - INDIAN RIVER,27,0,0,117,2,0,11,0,93,1,55,1,0,156,313,0,
098 - INDEPENDENCE,9,0,0,88,0,0,13,0,68,1,18,0,0,75,155,1,
001 - WARD A,14,0,0,124,2,0,8,1,57,1,66,0,0,113,127,1,
002 - WARD B,86,1,0,252,4,0,72,1,259,3,182,5,1,271,237,6,
003 - WARD C,40,0,1,168,3,1,29,0,146,4,112,3,1,138,153,1,
004 - WARD D,98,0,1,344,5,0,114,0,342,3,215,2,0,226,257,3,
001 - STRYKER,35,2,2,180,4,1,134,0,250,1,80,0,0,456,577,4,
002 - MATOAKA,30,3,0,145,2,0,202,1,355,0,63,3,0,718,532,2,
101 - MERRIMANS,38,0,1,212,0,2,96,0,265,2,107,1,0,206,247,3,
102 - OLD TOWN,41,0,0,183,2,1,69,0,161,1,71,1,0,146,179,0,
201 - VIRGINIA AVENUE,34,1,0,96,2,0,16,1,64,0,71,5,0,164,171,0,
301 - WAR MEMORIAL,32,0,0,145,1,0,12,1,83,5,70,1,0,163,100,1,
401 - FREDERICK DOUGLASS,14,0,0,70,0,0,12,0,54,2,48,0,0,69,58,4,
402 - ROLLING HILLS,33,0,0,149,3,0,74,0,179,0,95,0,0,123,164,3,
