446,52.78
274,41.33
338,52.98
272,48.83
432,54.27
286,40.17
235,61.68
227,26.12
126,18.31
246,35.91
205,24.32
267,33.97
230,27.00
223,28.34
261,29.29
173,23.41
241,27.42
154,25.12
140,22.65
153,21.40
218,30.28
344,34.78
261,50.68
164,38.59
259,41.77
240,43.48
219,41.95
175,44.42
167,57.39
147,41.41
222,46.74
301,56.16
302,47.94
456,51.06
308,49.20
392,47.80
393,51.51
466,57.60
349,51.17
378,54.08
352,48.96
203,40.12
295,40.19
212,43.00
288,52.84
531,59.46
317,45.61
307,36.77
494,49.30
408,56.28
236,38.82
103,45.78
344,45.32
311,45.20
352,43.30
276,43.74
443,49.61
349,45.38
237,43.81
228,45.15
198,45.94
258,52.44
